Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status (Actual),Predicted Status,Risk (Probability)
Single,1st Phase - General Contingent,6,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,118.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",114.2,1,0,0,1,Female,0,20,0,0,7,9,6,13.683333333333332,0,0,8,11,6,13.116666666666667,0,11.1,0.6,2.02,1,1,0.8246969696969697
Married,Over 23 Years Old,1,Management (Evening Attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,110.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Armed Forces Professions,150.0,0,0,0,1,Male,0,49,0,0,5,6,5,12.2,0,0,5,9,5,11.8,0,15.5,2.8,-4.06,1,1,0.58
Single,1st Phase - General Contingent,6,Journalism and Communication,Daytime,Secondary Education - 12th Year of Schooling or Eq.,116.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Administrative Staff,Administrative Staff,110.1,1,0,0,1,Female,1,19,0,0,6,8,6,12.666666666666666,0,0,6,10,5,12.0,0,12.4,0.5,1.79,1,1,0.5845625
Single,2nd Phase - General Contingent,1,Social Service,Daytime,Secondary Education - 12th Year of Schooling or Eq.,130.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,122.0,1,0,0,1,Female,1,21,0,0,6,8,1,10.0,0,0,6,13,5,11.4,0,12.7,3.7,-1.7,1,1,0.715
Single,1st Phase - General Contingent,1,Advertising and Marketing Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,125.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",124.0,0,0,0,1,Female,0,19,0,0,6,7,6,14.857142857142858,0,0,6,6,6,13.333333333333334,0,12.4,0.5,1.79,1,1,0.9193406593406592
Single,Change of Course,1,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,141.0,Portuguese,Higher Education - Master's,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative Staff,Armed Forces Professions,100.0,0,0,0,1,Male,0,18,0,0,7,7,7,11.828571428571427,0,0,8,10,7,12.9125,0,13.9,-0.3,0.79,1,1,0.9575
Single,1st Phase - General Contingent,1,Basic Education,Daytime,Secondary Education - 12th Year of Schooling or Eq.,130.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Installation and Machine Operators and Assembly Workers,131.8,0,0,0,1,Female,0,18,0,0,7,9,7,12.571428571428571,0,0,7,8,7,14.428571428571429,0,11.1,0.6,2.02,1,1,0.7881498015873015
Single,1st Phase - General Contingent,1,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,130.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,118.8,0,0,1,1,Male,1,22,0,0,5,8,5,10.666666666666666,0,0,5,11,2,11.0,0,15.5,2.8,-4.06,1,1,0.605
Single,1st Phase - General Contingent,1,Animation and Multimedia Design,Daytime,Secondary Education - 12th Year of Schooling or Eq.,137.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative Staff,"Personal Services, Security and Safety Workers and Sellers",130.4,1,0,0,1,Male,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,1,0,0.35726498731308837
Single,2nd Phase - General Contingent,4,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,137.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative Staff,Intermediate Level Technicians and Professions,121.3,1,0,0,1,Male,1,18,0,0,8,8,7,15.07,0,0,8,8,7,15.07,0,10.8,1.4,1.74,1,1,0.7796428571428571
Single,1st Phase - General Contingent,1,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,160.0,Portuguese,12th Year of Schooling - Not Completed,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative Staff,Intermediate Level Technicians and Professions,151.3,0,0,0,1,Female,0,23,0,0,5,8,3,10.666666666666666,0,0,5,8,5,11.6,0,7.6,2.6,0.32,1,1,0.695
Single,1st Phase - Special Contingent (Madeira Island),3,Basic Education,Daytime,Secondary Education - 12th Year of Schooling or Eq.,134.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,121.1,1,0,0,1,Female,0,19,0,0,6,8,5,12.2,0,0,6,8,5,11.8,0,10.8,1.4,1.74,1,0,0.29956721470019343
Single,2nd Phase - General Contingent,3,Social Service,Daytime,Secondary Education - 12th Year of Schooling or Eq.,141.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",125.6,1,0,0,1,Female,1,19,0,0,6,8,6,11.333333333333334,0,0,6,6,6,11.833333333333334,0,8.9,1.4,3.51,1,1,0.9497232030264817
Single,Over 23 Years Old,2,Management,Daytime,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,133.1,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative Staff,Armed Forces Professions,116.3,0,0,0,0,Male,0,32,0,0,5,5,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,0,0,0.0
Single,1st Phase - General Contingent,2,Social Service,Daytime,Secondary Education - 12th Year of Schooling or Eq.,121.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Cleaning Workers,"Skilled Construction Workers and the Like, Except Electricians",119.3,1,0,1,1,Female,0,20,0,0,6,7,6,12.666666666666666,0,0,6,7,6,11.833333333333334,0,8.9,1.4,3.51,1,1,0.9197540983606558
Single,2nd Phase - General Contingent,1,Veterinary Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,139.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",Intermediate Level Technicians and Professions,136.2,0,0,0,1,Female,0,19,0,0,5,7,5,13.0,1,0,5,7,5,13.333333333333334,0,7.6,2.6,0.32,1,0,0.375
Single,1st Phase - General Contingent,1,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,156.0,Portuguese,Higher Education - Doctorate,Higher Education - Master's,Specialists in Intellectual and Scientific Activities,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",140.8,0,0,0,1,Female,0,18,0,0,8,8,7,15.7,0,0,8,8,7,15.7,0,12.7,3.7,-1.7,1,1,0.81
Single,Over 23 Years Old,1,Management (Evening Attendance),Evening,Higher Education - Degree (1st Cycle),130.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Administrative Staff,152.0,1,0,0,1,Female,0,27,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,0,0,0.005
Single,1st Phase - General Contingent,1,Informatics Engineering,Daytime,Secondary Education - 12th Year of Schooling or Eq.,130.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",140.2,1,0,0,1,Male,0,20,0,0,5,5,0,0.0,0,0,5,0,0,0.0,0,9.4,-0.8,-3.12,0,0,0.05540983606557377
Single,1st Phase - General Contingent,1,Social Service,Daytime,Secondary Education - 12th Year of Schooling or Eq.,136.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Administrative Staff,Intermediate Level Technicians and Professions,125.2,1,0,0,1,Female,0,20,0,0,6,7,6,11.666666666666666,0,0,6,10,6,11.333333333333334,0,7.6,2.6,0.32,1,1,0.8375
Single,1st Phase - General Contingent,1,Agronomy,Daytime,Secondary Education - 12th Year of Schooling or Eq.,148.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Meal Preparation Assistants,Meal Preparation Assistants,143.5,0,0,1,1,Male,0,18,0,0,6,6,5,15.0,0,0,6,8,4,14.5,0,8.9,1.4,3.51,1,0,0.455
Married,Over 23 Years Old,1,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,133.1,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",120.0,0,0,0,1,Female,1,32,0,0,8,9,7,12.757142857142856,0,0,8,9,7,12.757142857142856,0,12.7,3.7,-1.7,1,1,0.9489593301435407
Single,Change of Course,1,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,153.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Armed Forces Professions,147.8,0,0,0,1,Female,1,18,0,0,5,9,5,13.2,0,0,5,13,5,14.4,5,16.2,0.3,-0.92,1,1,0.58375
Married,Over 23 Years Old,1,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,133.1,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,118.9,0,0,0,1,Female,0,30,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,13.9,-0.3,0.79,0,0,0.0
Single,1st Phase - General Contingent,1,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,108.0,Brazilian,Higher Education - Degree,Higher Education - Degree,Unskilled Workers,Unskilled Workers,107.0,0,0,1,0,Female,0,19,1,0,5,14,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,0,0,0.015
Married,Over 23 Years Old,1,Social Service (Evening Attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,133.1,Portuguese,Unknown,Unknown,Other Situation,Other Situation,116.0,0,0,0,0,Female,0,51,0,0,6,13,4,11.25,0,0,6,12,0,0.0,1,10.8,1.4,1.74,0,0,0.005
Single,2nd Phase - General Contingent,5,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,141.0,Portuguese,Other - 11th Year of Schooling,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",133.0,1,0,0,1,Female,0,18,0,0,7,8,7,12.5375,0,0,8,9,7,12.614285714285714,0,13.9,-0.3,0.79,1,1,0.9313819444444446
Single,Technological Specialization Diploma Holders,1,Communication Design,Daytime,Technological Specialization Course,100.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative Staff,Administrative Staff,106.0,0,0,0,1,Male,0,21,0,2,7,7,5,11.8,0,5,9,9,5,11.0,0,12.4,0.5,1.79,0,0,0.21
Divorced,Over 23 Years Old,1,Social Service (Evening Attendance),Evening,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,133.1,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",134.5,0,0,0,1,Female,1,47,0,0,6,8,5,12.2,0,0,6,10,4,11.25,0,12.4,0.5,1.79,1,1,0.55
Single,Technological Specialization Diploma Holders,1,Agronomy,Daytime,Technological Specialization Course,150.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,150.0,0,0,0,1,Male,1,24,0,0,6,9,6,13.555555555555555,0,0,6,7,6,12.666666666666666,0,13.9,-0.3,0.79,1,1,0.945
Single,1st Phase - General Contingent,3,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,114.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",114.5,1,0,0,1,Female,1,19,0,0,7,7,7,13.094285714285714,0,0,8,8,8,12.55,0,12.4,0.5,1.79,1,1,0.815
Single,1st Phase - General Contingent,2,Basic Education,Daytime,Secondary Education - 12th Year of Schooling or Eq.,117.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative Staff,Unskilled Workers,109.7,1,0,0,1,Female,0,19,0,0,6,9,5,12.2,0,0,6,10,4,13.0,0,9.4,-0.8,-3.12,1,1,0.5396808510638298
Single,Transfer,1,Informatics Engineering,Daytime,Secondary Education - 12th Year of Schooling or Eq.,120.0,Portuguese,Unknown,Unknown,Student,Student,128.2,1,0,0,1,Male,0,35,0,6,10,12,7,11.285714285714286,0,2,8,8,5,13.0,0,9.4,-0.8,-3.12,0,0,0.20916666666666667
Married,Over 23 Years Old,1,Veterinary Nursing,Daytime,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,133.1,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",101.0,1,0,0,1,Female,0,26,0,0,6,21,3,12.666666666666666,0,0,6,15,2,11.0,0,15.5,2.8,-4.06,0,0,0.060714285714285714
Single,1st Phase - General Contingent,2,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,134.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,125.8,1,0,0,1,Female,0,18,0,0,7,8,7,14.91875,0,0,8,8,8,15.355,0,15.5,2.8,-4.06,1,1,0.7792857142857144
Single,Over 23 Years Old,1,Tourism,Daytime,Secondary Education - 12th Year of Schooling or Eq.,150.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,115.0,0,0,0,1,Male,0,36,0,0,6,8,6,13.571428571428571,0,0,6,9,5,13.2,0,12.7,3.7,-1.7,1,1,0.55
Single,Over 23 Years Old,1,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,137.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,141.0,0,0,0,1,Male,0,36,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.4,0.5,1.79,0,0,0.005
Single,Over 23 Years Old,1,Veterinary Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative Staff,Administrative Staff,120.0,0,0,1,0,Male,0,31,0,0,5,13,4,13.5,1,0,5,12,3,11.666666666666666,1,9.4,-0.8,-3.12,0,0,0.01
Single,1st Phase - General Contingent,5,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,143.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative Staff,Administrative Staff,123.3,1,0,0,1,Male,0,18,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,7.6,2.6,0.32,0,0,0.10260869565217391
Single,2nd Phase - General Contingent,1,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,143.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,130.6,1,0,0,1,Female,0,20,0,0,7,8,7,12.847142857142858,0,0,8,10,8,13.788888888888888,0,16.2,0.3,-0.92,1,1,0.91918466082085
Single,1st Phase - General Contingent,2,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,122.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative Staff,"Personal Services, Security and Safety Workers and Sellers",116.4,0,0,0,1,Male,0,21,0,0,5,10,3,11.25,0,0,5,9,3,11.0,0,15.5,2.8,-4.06,1,0,0.255
Single,1st Phase - General Contingent,5,Basic Education,Daytime,Secondary Education - 12th Year of Schooling or Eq.,123.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Other - 11th Year of Schooling,Administrative Staff,Unskilled Workers,113.2,1,0,0,1,Female,0,20,0,0,6,12,4,12.0,0,0,6,11,1,10.0,0,10.8,1.4,1.74,0,0,0.09062820512820513
Single,Over 23 Years Old,1,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,130.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",133.0,1,0,0,1,Female,1,26,0,0,7,7,6,13.7,0,0,7,7,6,13.7,0,7.6,2.6,0.32,1,1,0.9226811588133849
Married,Technological Specialization Diploma Holders,1,Agronomy,Daytime,Technological Specialization Course,140.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Administrative Staff,"Skilled Workers in Industry, Construction and Craftsmen",140.0,0,0,0,1,Male,0,37,0,0,6,17,1,12.0,0,0,6,23,2,10.5,1,16.2,0.3,-0.92,0,0,0.085
Single,1st Phase - General Contingent,1,Advertising and Marketing Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,133.1,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",138.0,0,0,1,1,Male,0,22,0,0,6,8,6,12.625,0,0,6,11,2,14.5,0,11.1,0.6,2.02,1,1,0.71
Married,Technological Specialization Diploma Holders,1,Informatics Engineering,Daytime,Technological Specialization Course,160.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,160.0,0,0,1,1,Male,0,41,0,3,7,15,5,14.333333333333334,0,1,6,16,6,14.636363636363637,0,12.4,0.5,1.79,1,1,0.735
Single,1st Phase - General Contingent,1,Veterinary Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,127.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,122.8,1,0,0,1,Female,0,19,0,0,5,10,2,14.5,1,0,5,9,3,11.333333333333334,0,12.7,3.7,-1.7,1,0,0.3783333333333333
Single,2nd Phase - General Contingent,5,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,144.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",130.7,1,0,0,1,Female,1,18,0,0,7,8,7,14.85,0,0,8,9,8,15.61111111111111,0,13.9,-0.3,0.79,1,1,0.79375
Single,1st Phase - General Contingent,4,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,120.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",122.8,1,0,0,1,Male,0,18,0,0,5,6,4,11.5,0,0,5,12,2,10.333333333333334,0,10.8,1.4,1.74,1,0,0.41666666666666663
Single,3rd Phase - General Contingent,1,Equinculture,Daytime,Secondary Education - 12th Year of Schooling or Eq.,146.0,Portuguese,Higher Education - Degree,Higher Education - Degree,"Personal Services, Security and Safety Workers and Sellers",Specialists in Intellectual and Scientific Activities,137.8,0,0,0,1,Male,0,18,0,0,6,11,5,13.6,0,0,6,13,3,12.666666666666666,0,13.9,-0.3,0.79,0,0,0.08
